"date","activity","value","roll","source"
2021-06-14,"Journeys",62,67.5714285714286,"Citymapper"
2021-06-15,"Journeys",63,67.7142857142857,"Citymapper"
2021-06-16,"Journeys",64,67.8571428571429,"Citymapper"
2021-06-17,"Journeys",63,67.7142857142857,"Citymapper"
2021-06-18,"Journeys",68,67.4285714285714,"Citymapper"
2021-06-19,"Journeys",67,66.1428571428571,"Citymapper"
2021-06-20,"Journeys",63,64.2857142857143,"Citymapper"
2021-06-21,"Journeys",59,63.8571428571429,"Citymapper"
2021-06-22,"Journeys",63,63.8571428571429,"Citymapper"
2021-06-23,"Journeys",63,63.7142857142857,"Citymapper"
2021-06-24,"Journeys",64,63.8571428571429,"Citymapper"
2021-06-25,"Journeys",67,63.7142857142857,"Citymapper"
2021-06-26,"Journeys",73,64.5714285714286,"Citymapper"
2021-06-27,"Journeys",67,65.1428571428571,"Citymapper"
2021-06-28,"Journeys",62,65.5714285714286,"Citymapper"
2021-06-29,"Journeys",63,65.5714285714286,"Citymapper"
2021-06-30,"Journeys",61,65.2857142857143,"Citymapper"
2021-07-01,"Journeys",64,65.2857142857143,"Citymapper"
2021-07-02,"Journeys",66,65.1428571428571,"Citymapper"
2021-07-03,"Journeys",73,65.1428571428571,"Citymapper"
2021-07-04,"Journeys",68,65.2857142857143,"Citymapper"
2021-07-05,"Journeys",61,65.1428571428571,"Citymapper"
2021-07-06,"Journeys",64,65.2857142857143,"Citymapper"
2021-07-07,"Journeys",68,66.2857142857143,"Citymapper"
2021-07-08,"Journeys",63,66.1428571428571,"Citymapper"
2021-07-09,"Journeys",65,66,"Citymapper"
2021-07-10,"Journeys",69,65.4285714285714,"Citymapper"
2021-07-11,"Journeys",86,68,"Citymapper"
2021-07-12,"Journeys",63,68.2857142857143,"Citymapper"
2021-07-13,"Journeys",65,68.4285714285714,"Citymapper"
2021-07-14,"Journeys",64,67.8571428571429,"Citymapper"
2021-07-15,"Journeys",63,67.8571428571429,"Citymapper"
2021-07-16,"Journeys",66,68,"Citymapper"
2021-07-17,"Journeys",72,68.4285714285714,"Citymapper"
2021-07-18,"Journeys",71,66.2857142857143,"Citymapper"
2021-07-19,"Journeys",62,66.1428571428571,"Citymapper"
2021-07-20,"Journeys",63,65.8571428571429,"Citymapper"
2021-07-21,"Journeys",65,66,"Citymapper"
2021-07-22,"Journeys",66,66.4285714285714,"Citymapper"
2021-07-23,"Journeys",65,66.2857142857143,"Citymapper"
2021-07-24,"Journeys",67,65.5714285714286,"Citymapper"
2021-07-25,"Journeys",69,65.2857142857143,"Citymapper"
2021-07-26,"Journeys",62,65.2857142857143,"Citymapper"
2021-07-27,"Journeys",62,65.1428571428571,"Citymapper"
2021-07-28,"Journeys",63,64.8571428571429,"Citymapper"
2021-07-29,"Journeys",65,64.7142857142857,"Citymapper"
2021-07-30,"Journeys",66,64.8571428571429,"Citymapper"
2021-07-31,"Journeys",72,65.5714285714286,"Citymapper"
2021-08-01,"Journeys",71,65.8571428571429,"Citymapper"
2021-08-02,"Journeys",63,66,"Citymapper"
2021-08-03,"Journeys",64,66.2857142857143,"Citymapper"
2021-08-04,"Journeys",67,66.8571428571429,"Citymapper"
2021-08-05,"Journeys",66,67,"Citymapper"
2021-08-06,"Journeys",65,66.8571428571429,"Citymapper"
2021-08-07,"Journeys",68,66.2857142857143,"Citymapper"
2021-08-08,"Journeys",67,65.7142857142857,"Citymapper"
2021-08-09,"Journeys",63,65.7142857142857,"Citymapper"
2021-08-10,"Journeys",67,66.1428571428571,"Citymapper"
2021-08-11,"Journeys",67,66.1428571428571,"Citymapper"
2021-08-12,"Journeys",67,66.2857142857143,"Citymapper"
2021-08-13,"Journeys",67,66.5714285714286,"Citymapper"
2021-08-14,"Journeys",73,67.2857142857143,"Citymapper"
2021-08-15,"Journeys",72,68,"Citymapper"
2021-08-16,"Journeys",63,68,"Citymapper"
2021-08-17,"Journeys",64,67.5714285714286,"Citymapper"
2021-08-18,"Journeys",67,67.5714285714286,"Citymapper"
2021-08-19,"Journeys",66,67.4285714285714,"Citymapper"
2021-08-20,"Journeys",67,67.4285714285714,"Citymapper"
2021-08-21,"Journeys",72,67.2857142857143,"Citymapper"
2021-08-22,"Journeys",73,67.4285714285714,"Citymapper"
2021-08-23,"Journeys",65,67.7142857142857,"Citymapper"
2021-08-24,"Journeys",66,68,"Citymapper"
2021-08-25,"Journeys",68,68.1428571428571,"Citymapper"
2021-08-26,"Journeys",69,68.5714285714286,"Citymapper"
2021-08-27,"Journeys",70,69,"Citymapper"
2021-08-28,"Journeys",73,69.1428571428571,"Citymapper"
2021-08-29,"Journeys",80,70.1428571428571,"Citymapper"
2021-08-30,"Journeys",70,70.8571428571429,"Citymapper"
2021-08-31,"Journeys",67,71,"Citymapper"
2021-09-01,"Journeys",69,71.1428571428571,"Citymapper"
2021-09-02,"Journeys",73,71.7142857142857,"Citymapper"
2021-09-03,"Journeys",73,72.1428571428571,"Citymapper"
2021-09-04,"Journeys",80,73.1428571428571,"Citymapper"
2021-09-05,"Journeys",85,73.8571428571429,"Citymapper"
2020-03-08,"Transit stations",96,96,"Google"
2020-03-09,"Transit stations",94,95.5714285714286,"Google"
2020-03-10,"Transit stations",93,95.1428571428571,"Google"
2020-03-11,"Transit stations",90,94.2857142857143,"Google"
2020-03-12,"Transit stations",87,93.2857142857143,"Google"
2020-03-13,"Transit stations",82,91.1428571428571,"Google"
2020-03-14,"Transit stations",78,88.5714285714286,"Google"
2020-03-15,"Transit stations",76,85.7142857142857,"Google"
2020-03-16,"Transit stations",75,83,"Google"
2020-03-17,"Transit stations",63,78.7142857142857,"Google"
2020-03-18,"Transit stations",57,74,"Google"
2020-03-19,"Transit stations",53,69.1428571428571,"Google"
2020-03-20,"Transit stations",49,64.4285714285714,"Google"
2020-03-21,"Transit stations",42,59.2857142857143,"Google"
2020-03-22,"Transit stations",39,54,"Google"
2020-03-23,"Transit stations",37,48.5714285714286,"Google"
2020-03-24,"Transit stations",28,43.5714285714286,"Google"
2020-03-25,"Transit stations",24,38.8571428571429,"Google"
2020-03-26,"Transit stations",23,34.5714285714286,"Google"
2020-03-27,"Transit stations",23,30.8571428571429,"Google"
2020-03-28,"Transit stations",22,28,"Google"
2020-03-29,"Transit stations",20,25.2857142857143,"Google"
2020-03-30,"Transit stations",21,23,"Google"
2020-03-31,"Transit stations",21,22,"Google"
2020-04-01,"Transit stations",20,21.4285714285714,"Google"
2020-04-02,"Transit stations",20,21,"Google"
2020-04-03,"Transit stations",21,20.7142857142857,"Google"
2020-04-04,"Transit stations",23,20.8571428571429,"Google"
2020-04-05,"Transit stations",24,21.4285714285714,"Google"
2020-04-06,"Transit stations",21,21.4285714285714,"Google"
2020-04-07,"Transit stations",22,21.5714285714286,"Google"
2020-04-08,"Transit stations",21,21.7142857142857,"Google"
2020-04-09,"Transit stations",22,22,"Google"
2020-04-10,"Transit stations",18,21.5714285714286,"Google"
2020-04-11,"Transit stations",23,21.5714285714286,"Google"
2020-04-12,"Transit stations",22,21.2857142857143,"Google"
2020-04-13,"Transit stations",15,20.4285714285714,"Google"
2020-04-14,"Transit stations",22,20.4285714285714,"Google"
2020-04-15,"Transit stations",22,20.5714285714286,"Google"
2020-04-16,"Transit stations",21,20.4285714285714,"Google"
2020-04-17,"Transit stations",21,20.8571428571429,"Google"
2020-04-18,"Transit stations",23,20.8571428571429,"Google"
2020-04-19,"Transit stations",25,21.2857142857143,"Google"
2020-04-20,"Transit stations",23,22.4285714285714,"Google"
2020-04-21,"Transit stations",23,22.5714285714286,"Google"
2020-04-22,"Transit stations",23,22.7142857142857,"Google"
2020-04-23,"Transit stations",23,23,"Google"
2020-04-24,"Transit stations",25,23.5714285714286,"Google"
2020-04-25,"Transit stations",26,24,"Google"
2020-04-26,"Transit stations",28,24.4285714285714,"Google"
2020-04-27,"Transit stations",24,24.5714285714286,"Google"
2020-04-28,"Transit stations",20,24.1428571428571,"Google"
2020-04-29,"Transit stations",23,24.1428571428571,"Google"
2020-04-30,"Transit stations",22,24,"Google"
2020-05-01,"Transit stations",25,24,"Google"
2020-05-02,"Transit stations",29,24.4285714285714,"Google"
2020-05-03,"Transit stations",26,24.1428571428571,"Google"
2020-05-04,"Transit stations",26,24.4285714285714,"Google"
2020-05-05,"Transit stations",25,25.1428571428571,"Google"
2020-05-06,"Transit stations",26,25.5714285714286,"Google"
2020-05-07,"Transit stations",27,26.2857142857143,"Google"
2020-05-08,"Transit stations",24,26.1428571428571,"Google"
2020-05-09,"Transit stations",30,26.2857142857143,"Google"
2020-05-10,"Transit stations",25,26.1428571428571,"Google"
2020-05-11,"Transit stations",26,26.1428571428571,"Google"
2020-05-12,"Transit stations",27,26.4285714285714,"Google"
2020-05-13,"Transit stations",26,26.4285714285714,"Google"
2020-05-14,"Transit stations",26,26.2857142857143,"Google"
2020-05-15,"Transit stations",29,27,"Google"
2020-05-16,"Transit stations",32,27.2857142857143,"Google"
2020-05-17,"Transit stations",33,28.4285714285714,"Google"
2020-05-18,"Transit stations",30,29,"Google"
2020-05-19,"Transit stations",31,29.5714285714286,"Google"
2020-05-20,"Transit stations",31,30.2857142857143,"Google"
2020-05-21,"Transit stations",30,30.8571428571429,"Google"
2020-05-22,"Transit stations",31,31.1428571428571,"Google"
2020-05-23,"Transit stations",33,31.2857142857143,"Google"
2020-05-24,"Transit stations",37,31.8571428571429,"Google"
2020-05-25,"Transit stations",28,31.5714285714286,"Google"
2020-05-26,"Transit stations",32,31.7142857142857,"Google"
2020-05-27,"Transit stations",31,31.7142857142857,"Google"
2020-05-28,"Transit stations",32,32,"Google"
2020-05-29,"Transit stations",34,32.4285714285714,"Google"
2020-05-30,"Transit stations",39,33.2857142857143,"Google"
2020-05-31,"Transit stations",39,33.5714285714286,"Google"
2020-06-01,"Transit stations",35,34.5714285714286,"Google"
2020-06-02,"Transit stations",34,34.8571428571429,"Google"
2020-06-03,"Transit stations",32,35,"Google"
2020-06-04,"Transit stations",32,35,"Google"
2020-06-05,"Transit stations",33,34.8571428571429,"Google"
2020-06-06,"Transit stations",35,34.2857142857143,"Google"
2020-06-07,"Transit stations",38,34.1428571428571,"Google"
2020-06-08,"Transit stations",34,34,"Google"
2020-06-09,"Transit stations",34,34,"Google"
2020-06-10,"Transit stations",31,33.8571428571429,"Google"
2020-06-11,"Transit stations",32,33.8571428571429,"Google"
2020-06-12,"Transit stations",34,34,"Google"
2020-06-13,"Transit stations",42,35,"Google"
2020-06-14,"Transit stations",42,35.5714285714286,"Google"
2020-06-15,"Transit stations",38,36.1428571428571,"Google"
2020-06-16,"Transit stations",37,36.5714285714286,"Google"
2020-06-17,"Transit stations",35,37.1428571428571,"Google"
2020-06-18,"Transit stations",34,37.4285714285714,"Google"
2020-06-19,"Transit stations",38,38,"Google"
2020-06-20,"Transit stations",46,38.5714285714286,"Google"
2020-06-21,"Transit stations",43,38.7142857142857,"Google"
2020-06-22,"Transit stations",40,39,"Google"
2020-06-23,"Transit stations",40,39.4285714285714,"Google"
2020-06-24,"Transit stations",39,40,"Google"
2020-06-25,"Transit stations",39,40.7142857142857,"Google"
2020-06-26,"Transit stations",41,41.1428571428571,"Google"
2020-06-27,"Transit stations",43,40.7142857142857,"Google"
2020-06-28,"Transit stations",45,41,"Google"
2020-06-29,"Transit stations",39,40.8571428571429,"Google"
2020-06-30,"Transit stations",37,40.4285714285714,"Google"
2020-07-01,"Transit stations",38,40.2857142857143,"Google"
2020-07-02,"Transit stations",38,40.1428571428571,"Google"
2020-07-03,"Transit stations",42,40.2857142857143,"Google"
2020-07-04,"Transit stations",48,41,"Google"
2020-07-05,"Transit stations",50,41.7142857142857,"Google"
2020-07-06,"Transit stations",42,42.1428571428571,"Google"
2020-07-07,"Transit stations",41,42.7142857142857,"Google"
2020-07-08,"Transit stations",39,42.8571428571429,"Google"
2020-07-09,"Transit stations",40,43.1428571428571,"Google"
2020-07-10,"Transit stations",44,43.4285714285714,"Google"
2020-07-11,"Transit stations",52,44,"Google"
2020-07-12,"Transit stations",53,44.4285714285714,"Google"
2020-07-13,"Transit stations",43,44.5714285714286,"Google"
2020-07-14,"Transit stations",42,44.7142857142857,"Google"
2020-07-15,"Transit stations",40,44.8571428571429,"Google"
2020-07-16,"Transit stations",41,45,"Google"
2020-07-17,"Transit stations",46,45.2857142857143,"Google"
2020-07-18,"Transit stations",52,45.2857142857143,"Google"
2020-07-19,"Transit stations",49,44.7142857142857,"Google"
2020-07-20,"Transit stations",43,44.7142857142857,"Google"
2020-07-21,"Transit stations",42,44.7142857142857,"Google"
2020-07-22,"Transit stations",42,45,"Google"
2020-07-23,"Transit stations",42,45.1428571428571,"Google"
2020-07-24,"Transit stations",45,45,"Google"
2020-07-25,"Transit stations",48,44.4285714285714,"Google"
2020-07-26,"Transit stations",52,44.8571428571429,"Google"
2020-07-27,"Transit stations",41,44.5714285714286,"Google"
2020-07-28,"Transit stations",43,44.7142857142857,"Google"
2020-07-29,"Transit stations",44,45,"Google"
2020-07-30,"Transit stations",44,45.2857142857143,"Google"
2020-07-31,"Transit stations",46,45.4285714285714,"Google"
2020-08-01,"Transit stations",54,46.2857142857143,"Google"
2020-08-02,"Transit stations",55,46.7142857142857,"Google"
2020-08-03,"Transit stations",44,47.1428571428571,"Google"
2020-08-04,"Transit stations",44,47.2857142857143,"Google"
2020-08-05,"Transit stations",44,47.2857142857143,"Google"
2020-08-06,"Transit stations",43,47.1428571428571,"Google"
2020-08-07,"Transit stations",45,47,"Google"
2020-08-08,"Transit stations",52,46.7142857142857,"Google"
2020-08-09,"Transit stations",54,46.5714285714286,"Google"
2020-08-10,"Transit stations",45,46.7142857142857,"Google"
2020-08-11,"Transit stations",44,46.7142857142857,"Google"
2020-08-12,"Transit stations",43,46.5714285714286,"Google"
2020-08-13,"Transit stations",42,46.4285714285714,"Google"
2020-08-14,"Transit stations",45,46.4285714285714,"Google"
2020-08-15,"Transit stations",51,46.2857142857143,"Google"
2020-08-16,"Transit stations",53,46.1428571428571,"Google"
2020-08-17,"Transit stations",45,46.1428571428571,"Google"
2020-08-18,"Transit stations",45,46.2857142857143,"Google"
2020-08-19,"Transit stations",42,46.1428571428571,"Google"
2020-08-20,"Transit stations",45,46.5714285714286,"Google"
2020-08-21,"Transit stations",46,46.7142857142857,"Google"
2020-08-22,"Transit stations",55,47.2857142857143,"Google"
2020-08-23,"Transit stations",55,47.5714285714286,"Google"
2020-08-24,"Transit stations",46,47.7142857142857,"Google"
2020-08-25,"Transit stations",45,47.7142857142857,"Google"
2020-08-26,"Transit stations",48,48.5714285714286,"Google"
2020-08-27,"Transit stations",44,48.4285714285714,"Google"
2020-08-28,"Transit stations",48,48.7142857142857,"Google"
2020-08-29,"Transit stations",55,48.7142857142857,"Google"
2020-08-30,"Transit stations",59,49.2857142857143,"Google"
2020-08-31,"Transit stations",41,48.5714285714286,"Google"
2020-09-01,"Transit stations",48,49,"Google"
2020-09-02,"Transit stations",47,48.8571428571429,"Google"
2020-09-03,"Transit stations",47,49.2857142857143,"Google"
2020-09-04,"Transit stations",52,49.8571428571429,"Google"
2020-09-05,"Transit stations",58,50.2857142857143,"Google"
2020-09-06,"Transit stations",58,50.1428571428571,"Google"
2020-09-07,"Transit stations",51,51.5714285714286,"Google"
2020-09-08,"Transit stations",51,52,"Google"
2020-09-09,"Transit stations",50,52.4285714285714,"Google"
2020-09-10,"Transit stations",52,53.1428571428571,"Google"
2020-09-11,"Transit stations",55,53.5714285714286,"Google"
2020-09-12,"Transit stations",60,53.8571428571429,"Google"
2020-09-13,"Transit stations",62,54.4285714285714,"Google"
2020-09-14,"Transit stations",53,54.7142857142857,"Google"
2020-09-15,"Transit stations",53,55,"Google"
2020-09-16,"Transit stations",52,55.2857142857143,"Google"
2020-09-17,"Transit stations",52,55.2857142857143,"Google"
2020-09-18,"Transit stations",55,55.2857142857143,"Google"
2020-09-19,"Transit stations",59,55.1428571428571,"Google"
2020-09-20,"Transit stations",60,54.8571428571429,"Google"
2020-09-21,"Transit stations",53,54.8571428571429,"Google"
2020-09-22,"Transit stations",53,54.8571428571429,"Google"
2020-09-23,"Transit stations",50,54.5714285714286,"Google"
2020-09-24,"Transit stations",50,54.2857142857143,"Google"
2020-09-25,"Transit stations",53,54,"Google"
2020-09-26,"Transit stations",57,53.7142857142857,"Google"
2020-09-27,"Transit stations",55,53,"Google"
2020-09-28,"Transit stations",52,52.8571428571429,"Google"
2020-09-29,"Transit stations",51,52.5714285714286,"Google"
2020-09-30,"Transit stations",51,52.7142857142857,"Google"
2020-10-01,"Transit stations",51,52.8571428571429,"Google"
2020-10-02,"Transit stations",51,52.5714285714286,"Google"
2020-10-03,"Transit stations",56,52.4285714285714,"Google"
2020-10-04,"Transit stations",52,52,"Google"
2020-10-05,"Transit stations",52,52,"Google"
2020-10-06,"Transit stations",52,52.1428571428571,"Google"
2020-10-07,"Transit stations",51,52.1428571428571,"Google"
2020-10-08,"Transit stations",50,52,"Google"
2020-10-09,"Transit stations",53,52.2857142857143,"Google"
2020-10-10,"Transit stations",58,52.5714285714286,"Google"
2020-10-11,"Transit stations",59,53.5714285714286,"Google"
2020-10-12,"Transit stations",51,53.4285714285714,"Google"
2020-10-13,"Transit stations",50,53.1428571428571,"Google"
2020-10-14,"Transit stations",51,53.1428571428571,"Google"
2020-10-15,"Transit stations",51,53.2857142857143,"Google"
2020-10-16,"Transit stations",55,53.5714285714286,"Google"
2020-10-17,"Transit stations",53,52.8571428571429,"Google"
2020-10-18,"Transit stations",54,52.1428571428571,"Google"
2020-10-19,"Transit stations",49,51.8571428571429,"Google"
2020-10-20,"Transit stations",49,51.7142857142857,"Google"
2020-10-21,"Transit stations",46,51,"Google"
2020-10-22,"Transit stations",48,50.5714285714286,"Google"
2020-10-23,"Transit stations",49,49.7142857142857,"Google"
2020-10-24,"Transit stations",52,49.5714285714286,"Google"
2020-10-25,"Transit stations",54,49.5714285714286,"Google"
2020-10-26,"Transit stations",46,49.1428571428571,"Google"
2020-10-27,"Transit stations",45,48.5714285714286,"Google"
2020-10-28,"Transit stations",46,48.5714285714286,"Google"
2020-10-29,"Transit stations",44,48,"Google"
2020-10-30,"Transit stations",49,48,"Google"
2020-10-31,"Transit stations",53,48.1428571428571,"Google"
2020-11-01,"Transit stations",57,48.5714285714286,"Google"
2020-11-02,"Transit stations",52,49.4285714285714,"Google"
2020-11-03,"Transit stations",54,50.7142857142857,"Google"
2020-11-04,"Transit stations",57,52.2857142857143,"Google"
2020-11-05,"Transit stations",40,51.7142857142857,"Google"
2020-11-06,"Transit stations",40,50.4285714285714,"Google"
2020-11-07,"Transit stations",38,48.2857142857143,"Google"
2020-11-08,"Transit stations",38,45.5714285714286,"Google"
2020-11-09,"Transit stations",42,44.1428571428571,"Google"
2020-11-10,"Transit stations",42,42.4285714285714,"Google"
2020-11-11,"Transit stations",41,40.1428571428571,"Google"
2020-11-12,"Transit stations",41,40.2857142857143,"Google"
2020-11-13,"Transit stations",42,40.5714285714286,"Google"
2020-11-14,"Transit stations",36,40.2857142857143,"Google"
2020-11-15,"Transit stations",39,40.4285714285714,"Google"
2020-11-16,"Transit stations",42,40.4285714285714,"Google"
2020-11-17,"Transit stations",42,40.4285714285714,"Google"
2020-11-18,"Transit stations",41,40.4285714285714,"Google"
2020-11-19,"Transit stations",40,40.2857142857143,"Google"
2020-11-20,"Transit stations",41,40.1428571428571,"Google"
2020-11-21,"Transit stations",41,40.8571428571429,"Google"
2020-11-22,"Transit stations",42,41.2857142857143,"Google"
2020-11-23,"Transit stations",42,41.2857142857143,"Google"
2020-11-24,"Transit stations",42,41.2857142857143,"Google"
2020-11-25,"Transit stations",41,41.2857142857143,"Google"
2020-11-26,"Transit stations",41,41.4285714285714,"Google"
2020-11-27,"Transit stations",42,41.5714285714286,"Google"
2020-11-28,"Transit stations",42,41.7142857142857,"Google"
2020-11-29,"Transit stations",41,41.5714285714286,"Google"
2020-11-30,"Transit stations",43,41.7142857142857,"Google"
2020-12-01,"Transit stations",43,41.8571428571429,"Google"
2020-12-02,"Transit stations",47,42.7142857142857,"Google"
2020-12-03,"Transit stations",47,43.5714285714286,"Google"
2020-12-04,"Transit stations",51,44.8571428571429,"Google"
2020-12-05,"Transit stations",58,47.1428571428571,"Google"
2020-12-06,"Transit stations",56,49.2857142857143,"Google"
2020-12-07,"Transit stations",49,50.1428571428571,"Google"
2020-12-08,"Transit stations",49,51,"Google"
2020-12-09,"Transit stations",48,51.1428571428571,"Google"
2020-12-10,"Transit stations",49,51.4285714285714,"Google"
2020-12-11,"Transit stations",52,51.5714285714286,"Google"
2020-12-12,"Transit stations",58,51.5714285714286,"Google"
2020-12-13,"Transit stations",53,51.1428571428571,"Google"
2020-12-14,"Transit stations",49,51.1428571428571,"Google"
2020-12-15,"Transit stations",52,51.5714285714286,"Google"
2020-12-16,"Transit stations",44,51,"Google"
2020-12-17,"Transit stations",44,50.2857142857143,"Google"
2020-12-18,"Transit stations",44,49.1428571428571,"Google"
2020-12-19,"Transit stations",49,47.8571428571429,"Google"
2020-12-20,"Transit stations",41,46.1428571428571,"Google"
2020-12-21,"Transit stations",34,44,"Google"
2020-12-22,"Transit stations",33,41.2857142857143,"Google"
2020-12-23,"Transit stations",32,39.5714285714286,"Google"
2020-12-24,"Transit stations",28,37.2857142857143,"Google"
2020-12-25,"Transit stations",8,32.1428571428571,"Google"
2020-12-26,"Transit stations",21,28.1428571428571,"Google"
2020-12-27,"Transit stations",32,26.8571428571429,"Google"
2020-12-28,"Transit stations",22,25.1428571428571,"Google"
2020-12-29,"Transit stations",27,24.2857142857143,"Google"
2020-12-30,"Transit stations",27,23.5714285714286,"Google"
2020-12-31,"Transit stations",26,23.2857142857143,"Google"
2021-01-01,"Transit stations",16,24.4285714285714,"Google"
2021-01-02,"Transit stations",28,25.4285714285714,"Google"
2021-01-03,"Transit stations",32,25.4285714285714,"Google"
2021-01-04,"Transit stations",31,26.7142857142857,"Google"
2021-01-05,"Transit stations",29,27,"Google"
2021-01-06,"Transit stations",29,27.2857142857143,"Google"
2021-01-07,"Transit stations",29,27.7142857142857,"Google"
2021-01-08,"Transit stations",29,29.5714285714286,"Google"
2021-01-09,"Transit stations",30,29.8571428571429,"Google"
2021-01-10,"Transit stations",29,29.4285714285714,"Google"
2021-01-11,"Transit stations",30,29.2857142857143,"Google"
2021-01-12,"Transit stations",29,29.2857142857143,"Google"
2021-01-13,"Transit stations",28,29.1428571428571,"Google"
2021-01-14,"Transit stations",27,28.8571428571429,"Google"
2021-01-15,"Transit stations",29,28.8571428571429,"Google"
2021-01-16,"Transit stations",28,28.5714285714286,"Google"
2021-01-17,"Transit stations",32,29,"Google"
2021-01-18,"Transit stations",30,29,"Google"
2021-01-19,"Transit stations",29,29,"Google"
2021-01-20,"Transit stations",28,29,"Google"
2021-01-21,"Transit stations",29,29.2857142857143,"Google"
2021-01-22,"Transit stations",31,29.5714285714286,"Google"
2021-01-23,"Transit stations",31,30,"Google"
2021-01-24,"Transit stations",28,29.4285714285714,"Google"
2021-01-25,"Transit stations",31,29.5714285714286,"Google"
2021-01-26,"Transit stations",29,29.5714285714286,"Google"
2021-01-27,"Transit stations",29,29.7142857142857,"Google"
2021-01-28,"Transit stations",30,29.8571428571429,"Google"
2021-01-29,"Transit stations",32,30,"Google"
2021-01-30,"Transit stations",29,29.7142857142857,"Google"
2021-01-31,"Transit stations",32,30.2857142857143,"Google"
2021-02-01,"Transit stations",32,30.4285714285714,"Google"
2021-02-02,"Transit stations",32,30.8571428571429,"Google"
2021-02-03,"Transit stations",30,31,"Google"
2021-02-04,"Transit stations",29,30.8571428571429,"Google"
2021-02-05,"Transit stations",32,30.8571428571429,"Google"
2021-02-06,"Transit stations",32,31.2857142857143,"Google"
2021-02-07,"Transit stations",28,30.7142857142857,"Google"
2021-02-08,"Transit stations",30,30.4285714285714,"Google"
2021-02-09,"Transit stations",29,30,"Google"
2021-02-10,"Transit stations",30,30,"Google"
2021-02-11,"Transit stations",30,30.1428571428571,"Google"
2021-02-12,"Transit stations",32,30.1428571428571,"Google"
2021-02-13,"Transit stations",33,30.2857142857143,"Google"
2021-02-14,"Transit stations",33,31,"Google"
2021-02-15,"Transit stations",33,31.4285714285714,"Google"
2021-02-16,"Transit stations",32,31.8571428571429,"Google"
2021-02-17,"Transit stations",32,32.1428571428571,"Google"
2021-02-18,"Transit stations",32,32.4285714285714,"Google"
2021-02-19,"Transit stations",33,32.5714285714286,"Google"
2021-02-20,"Transit stations",38,33.2857142857143,"Google"
2021-02-21,"Transit stations",37,33.8571428571429,"Google"
2021-02-22,"Transit stations",34,34,"Google"
2021-02-23,"Transit stations",34,34.2857142857143,"Google"
2021-02-24,"Transit stations",34,34.5714285714286,"Google"
2021-02-25,"Transit stations",33,34.7142857142857,"Google"
2021-02-26,"Transit stations",37,35.2857142857143,"Google"
2021-02-27,"Transit stations",40,35.5714285714286,"Google"
2021-02-28,"Transit stations",38,35.7142857142857,"Google"
2021-03-01,"Transit stations",35,35.8571428571429,"Google"
2021-03-02,"Transit stations",34,35.8571428571429,"Google"
2021-03-03,"Transit stations",33,35.7142857142857,"Google"
2021-03-04,"Transit stations",33,35.7142857142857,"Google"
2021-03-05,"Transit stations",36,35.5714285714286,"Google"
2021-03-06,"Transit stations",38,35.2857142857143,"Google"
2021-03-07,"Transit stations",38,35.2857142857143,"Google"
2021-03-08,"Transit stations",39,35.8571428571429,"Google"
2021-03-09,"Transit stations",40,36.7142857142857,"Google"
2021-03-10,"Transit stations",36,37.1428571428571,"Google"
2021-03-11,"Transit stations",38,37.8571428571429,"Google"
2021-03-12,"Transit stations",40,38.4285714285714,"Google"
2021-03-13,"Transit stations",39,38.5714285714286,"Google"
2021-03-14,"Transit stations",40,38.8571428571429,"Google"
2021-03-15,"Transit stations",40,39,"Google"
2021-03-16,"Transit stations",40,39,"Google"
2021-03-17,"Transit stations",39,39.4285714285714,"Google"
2021-03-18,"Transit stations",39,39.5714285714286,"Google"
2021-03-19,"Transit stations",43,40,"Google"
2021-03-20,"Transit stations",40,40.1428571428571,"Google"
2021-03-21,"Transit stations",41,40.2857142857143,"Google"
2021-03-22,"Transit stations",42,40.5714285714286,"Google"
2021-03-23,"Transit stations",41,40.7142857142857,"Google"
2021-03-24,"Transit stations",40,40.8571428571429,"Google"
2021-03-25,"Transit stations",40,41,"Google"
2021-03-26,"Transit stations",41,40.7142857142857,"Google"
2021-03-27,"Transit stations",43,41.1428571428571,"Google"
2021-03-28,"Transit stations",39,40.8571428571429,"Google"
2021-03-29,"Transit stations",44,41.1428571428571,"Google"
2021-03-30,"Transit stations",45,41.7142857142857,"Google"
2021-03-31,"Transit stations",44,42.2857142857143,"Google"
2021-04-01,"Transit stations",43,42.7142857142857,"Google"
2021-04-02,"Transit stations",33,41.5714285714286,"Google"
2021-04-03,"Transit stations",41,41.2857142857143,"Google"
2021-04-04,"Transit stations",47,42.4285714285714,"Google"
2021-04-05,"Transit stations",28,40.1428571428571,"Google"
2021-04-06,"Transit stations",39,39.2857142857143,"Google"
2021-04-07,"Transit stations",39,38.5714285714286,"Google"
2021-04-08,"Transit stations",39,38,"Google"
2021-04-09,"Transit stations",42,39.2857142857143,"Google"
2021-04-10,"Transit stations",42,39.4285714285714,"Google"
2021-04-11,"Transit stations",46,39.2857142857143,"Google"
2021-04-12,"Transit stations",48,42.1428571428571,"Google"
2021-04-13,"Transit stations",46,43.1428571428571,"Google"
2021-04-14,"Transit stations",46,44.1428571428571,"Google"
2021-04-15,"Transit stations",45,45,"Google"
2021-04-16,"Transit stations",49,46,"Google"
2021-04-17,"Transit stations",58,48.2857142857143,"Google"
2021-04-18,"Transit stations",58,50,"Google"
2021-04-19,"Transit stations",50,50.2857142857143,"Google"
